uniqid	distschl	dyear
1001000499	26.8	2000
1001000511	.24	2000
1001000539	3.97	2000
1001000540	3.86	2000
1001000547	.48	2000
1001000550	.3	2000
1001000551	.66	2000
1001000552	.63	2000
1001000553	2.23	2000
1001000563	.75	2000
1001000586	.74	2000
1001000589	1.31	2000
1001000590	11.19	2000
1001000591	1.79	2000
1001000592	2.37	2000
1001000605	1.38	2000
1001000607	5.03	2000
1001000610	1.75	2000
1001000612	.7	2000
1001000614	1.18	2000
1001000615	.77	2000
1001000617	.85	2000
1001000620	1.17	2000
1001000623	4.64	2000
1001000624	.56	2000
1001000627	8.46	2000
1001000638	.77	2000
1001000640	4.64	2000
1001000645	1.54	2000
1001000646	1.69	2000
1001000654	1.07	2000
1001100008	.46	2000
1001100012	.1	2000
1001100033	3.15	2000
1001100040	6.72	2000
1001100053	2.28	2000
1001100063	2.04	2000
1001100066	9.53	2000
1001100067	1.15	2000
1001100069	2.64	2000
1001100074	.11	2000
1001100095	.54	2000
1001100096	.25	2000
1001100102	.55	2000
1001100103	.6	2000
1001100111	.28	2000
1001100119	.41	2000
1001100124	.87	2000
1001100125	.39	2000
1001100134	4.87	2000
1001100135	.85	2000
1001100141	.77	2000
1001100148	.23	2000
1001100149	.53	2000
1001100150	.35	2000
1001100153	.84	2000
1001100158	8.51	2000
1001100171	7.35	2000
1001100177	.51	2000
1001100179	.52	2000
1001100188	.3	2000
1001100189	.78	2000
1001100198	.89	2000
1001100200	3.58	2000
1001100201	.17	2000
1001100220	1.2	2000
1001100222	.23	2000
1001100233	1.7	2000
1001100239	.86	2000
1001100240	1.62	2000
1001100243	.82	2000
1001100246	.25	2000
1001100258	.64	2000
1001100262	1.05	2000
1001100266	.35	2000
1001100268	.51	2000
1001100274	.52	2000
1001100285	.56	2000
1001100286	.85	2000
1001100287	3.58	2000
1001100289	1.94	2000
1001100295	.38	2000
1001100298	1.23	2000
1001100301	.88	2000
1001100307	.31	2000
1001100309	1.18	2000
1001100310	1.19	2000
1001100314	1.73	2000
1001100318	5.98	2000
1001100331	.59	2000
1001100332	.78	2000
1001100334	1.73	2000
1001100338	.82	2000
1001100343	.95	2000
1001100349	1.16	2000
1001100350	.83	2000
1001100361	1.96	2000
1001100362	.76	2000
1001100363	.84	2000
1001100366	.88	2000
1001100367	.87	2000
1001100368	.6	2000
1001100374	.93	2000
1001100383	15.21	2000
1001100384	.38	2000
1001100393	1.08	2000
1001100406	.33	2000
1001100408	.42	2000
1001100411	1	2000
1001100412	3.07	2000
1001100413	.87	2000
1001100414	2.58	2000
1001100416	.8	2000
1001100419	.74	2000
1001100424	2.05	2000
1001100431	3.25	2000
1001100433	.39	2000
1001100435	.44	2000
1001100442	.77	2000
1001100453	2.27	2000
1001100457	5.79	2000
1001100458	.36	2000
1001100461	.54	2000
1001100462	.47	2000
1001100472	.66	2000
1001100475	.49	2000
1001100476	.77	2000
1001100483	1.19	2000
1001100488	2.64	2000
1001100489	9.25	2000
1001100491	.38	2000
1001100498	.41	2000
1001100501	.9	2000
1001100503	.52	2000
1001100507	.89	2000
1001100510	.36	2000
1001100511	.73	2000
1001100512	.95	2000
1001100513	1.15	2000
1001100515	.41	2000
1001100517	.11	2000
1001100525	2.71	2000
1001100531	.25	2000
1001100537	1.26	2000
1001100538	2.36	2000
1001100542	.76	2000
1001100545	1.64	2000
1001100548	.2	2000
1001100549	4.79	2000
1001100553	.67	2000
1001100559	.62	2000
1001100561	.45	2000
1001100562	8.52	2000
1001100571	42.31	2000
1001100572	41.43	2000
1001100577	.63	2000
1001100578	8.01	2000
1001100586	1.39	2000
1001100587	1.38	2000
1001100594	.69	2000
1001100606	.71	2000
1001100617	1.89	2000
1001100622	1.08	2000
1001100630	.25	2000
1001100634	10.67	2000
1001100639	5.13	2000
1001100644	.51	2000
1001100659	6.03	2000
1001100660	2.77	2000
1001100665	.05	2000
1001200001	.8	2000
1001200017	5.26	2000
1001200033	.25	2000
1001200035	3.63	2000
1001200036	1.43	2000
1001200038	.44	2000
1001200049	.93	2000
1001200051	1.96	2000
1001200053	.44	2000
1001200058	.2	2000
1001200065	.79	2000
1001200067	.74	2000
1001200075	1.06	2000
1001200082	1.61	2000
1001200084	.48	2000
1001200087	.19	2000
1001200089	.25	2000
1001200095	2.86	2000
1001200105	.72	2000
1001200109	0	2000
1001200113	1.45	2000
1001200117	.41	2000
1001200120	.69	2000
1001200126	5.16	2000
1001200137	.73	2000
1001200141	3.64	2000
1001200142	.13	2000
1001200145	.14	2000
1001200147	5.14	2000
1001200148	.24	2000
1001200150	.71	2000
1001200159	.62	2000
1001200160	.92	2000
1001200172	.67	2000
1001200173	1.68	2000
1001200178	.87	2000
1001200185	.33	2000
1001200186	.6	2000
1001200194	1.34	2000
1001200197	1.47	2000
1001200198	1.76	2000
1001200204	3.46	2000
1001200207	.96	2000
1001200213	.43	2000
1001200220	1.53	2000
1001200222	2.81	2000
1001200226	1	2000
1001200228	.26	2000
1001200233	.19	2000
1001200235	4.51	2000
1001200243	2.23	2000
1001200245	2.15	2000
1001200246	.36	2000
1001200249	.89	2000
1001200257	4.89	2000
1001200259	5.22	2000
1001200260	5.14	2000
1001200271	5.66	2000
1001200273	1.76	2000
1001200274	.45	2000
1001200275	1.76	2000
1001200277	.36	2000
1001200283	1.62	2000
1001200288	1.51	2000
1001200303	.5	2000
1001200308	.56	2000
1001200309	3.19	2000
1001200317	.34	2000
1001200319	8.58	2000
1001200320	1.63	2000
1001200325	1.42	2000
1001200331	.89	2000
1001200332	.93	2000
1001200333	1.39	2000
1001200340	1.24	2000
1001200348	.73	2000
1001200355	.52	2000
1001200357	.35	2000
1001200362	.76	2000
1001200364	1.05	2000
1001200370	.64	2000
1001200374	.83	2000
1001200375	.46	2000
1001200378	.28	2000
1001200381	3.28	2000
1001200386	.75	2000
1001200390	1.53	2000
1001200394	.67	2000
1001200398	2.54	2000
1001200399	.66	2000
1001200407	.65	2000
1001200414	.65	2000
1001200415	.52	2000
1001200426	.39	2000
1001200428	2.15	2000
1001200430	1.22	2000
1001200431	3.89	2000
1001200436	2.81	2000
1001200446	2.04	2000
1001200450	.79	2000
1001200454	.6	2000
1001200455	.28	2000
1001200460	2.13	2000
1001200472	2.1	2000
1001200475	.86	2000
1001200488	3.15	2000
1001200491	3.1	2000
1001200498	5.48	2000
1001200514	5.08	2000
1001200515	1.02	2000
1001200519	.55	2000
1001200523	.29	2000
1001200531	.54	2000
1001200535	5.83	2000
1001200551	.34	2000
1001200552	0	2000
1001200555	3.4	2000
1001200556	3.49	2000
1001200559	28.62	2000
1001200574	3.99	2000
1001200575	.41	2000
1001200576	1.16	2000
1001200580	9.55	2000
1001200584	.52	2000
1001200602	9.38	2000
1001200603	.33	2000
1001200608	.33	2000
1001200612	.92	2000
1001200614	1.6	2000
1001200618	23.99	2000
1001200622	.44	2000
1001200627	1.93	2000
1001200632	2.09	2000
1001200633	.34	2000
1001200634	.3	2000
1001200641	.89	2000
1001200645	3.64	2000
1001200648	3.44	2000
1001200649	3.52	2000
1001200653	2.04	2000
1001200655	.3	2000
1001200656	2.07	2000
1001200657	.49	2000
1001200658	.7	2000
1001200659	1.12	2000
1001200667	.43	2000
1001200669	2.53	2000
1001200671	.18	2000
1001200672	.14	2000
1001200673	.83	2000
1001200677	.54	2000
1001200685	6.52	2000
1001200691	.28	2000
1001200692	12.2	2000
1001200693	6.62	2000
1001200697	.58	2000
1001200701	.89	2000
1001200703	3.42	2000
1001200705	1.17	2000
1001200706	1.24	2000
1001200711	1.36	2000
1001200716	.71	2000
1001200718	3.4	2000
1001200719	9.14	2000
1001200723	2.42	2000
1001200727	11.96	2000
1001200738	.31	2000
1001200743	.95	2000
1001200747	2.81	2000
1001200749	8.18	2000
1001200750	2.08	2000
1001200755	.4	2000
1001200777	.96	2000
1001200808	.3	2000
1001200810	.31	2000
1001200812	.89	2000
1001200828	.74	2000
1001200829	4.93	2000
1001200832	1.81	2000
1001200834	4.79	2000
1001200838	26.65	2000
1001200840	1.86	2000
1001200847	2.2	2000
1001200849	1.01	2000
1001200857	.19	2000
1001200863	1.05	2000
1001200864	1.44	2000
1001200871	.68	2000
1001200878	1.04	2000
1001200891	1.33	2000
1001200902	1.79	2000
1001200909	4.59	2000
1001200910	.42	2000
1001200913	.25	2000
1001200923	12.4	2000
1001200925	2.93	2000
1001200933	5.18	2000
1001200938	6.01	2000
1001200943	.9	2000
1001200949	2.27	2000
1001200950	2.23	2000
1001200951	.23	2000
1001200954	.29	2000
1001200955	.8	2000
2000100002	7.72	2000
2000100006	5.59	2000
2000100011	.43	2000
2000100014	.85	2000
2000100017	.42	2000
2000100021	.32	2000
2000100022	2.36	2000
2000100025	.18	2000
2000100040	.7	2000
2000100042	3.33	2000
2000100046	.74	2000
2000100047	.34	2000
2000100059	2.45	2000
2000100061	1.52	2000
2000100064	1.17	2000
2000100066	.59	2000
2000100068	1.31	2000
2000100071	.48	2000
2000100073	8.45	2000
2000100075	8.36	2000
2000100079	2.98	2000
2000100082	.12	2000
2000100083	.23	2000
2000100085	.23	2000
2000100095	.46	2000
2000100096	2.37	2000
2000100099	.77	2000
2000100102	1.6	2000
2000100114	1.8	2000
2000100119	2.45	2000
2000100125	10.36	2000
2000100128	.39	2000
2000100136	.5	2000
2000100137	.51	2000
2000100145	5.26	2000
2000100149	.41	2000
2000100158	.25	2000
2000100163	.39	2000
2000100164	3.75	2000
2000100166	3.75	2000
2000100175	.49	2000
2000100176	.52	2000
2000100177	.28	2000
2000100192	.39	2000
2000100199	1.23	2000
2000100202	.73	2000
2000100203	.84	2000
2000100204	.58	2000
2000100205	.95	2000
2000100207	.8	2000
2000100209	.3	2000
2000100213	7.54	2000
2000100217	1.27	2000
2000100218	1.78	2000
2000100237	3.51	2000
2000100239	.78	2000
2000100241	.92	2000
2000100245	3.99	2000
2000100249	.05	2000
2000100251	1.65	2000
2000100263	2.8	2000
2000100266	.23	2000
2000100275	1.86	2000
2000100276	.27	2000
2000100277	.79	2000
2000100281	1.27	2000
2000100282	7.9	2000
2000100284	.67	2000
2000100285	8.06	2000
2000100286	.58	2000
2000100292	.27	2000
2000100294	.57	2000
2000100306	.41	2000
2000100307	.63	2000
2000100316	1.12	2000
2000100320	.25	2000
2000100321	.21	2000
2000100323	.31	2000
2000100325	2.06	2000
2000100340	.5	2000
2000100343	1.32	2000
2000100350	3.51	2000
2000100353	.27	2000
2000100354	.14	2000
2000110001	.21	2000
2000110004	3.29	2000
2000110007	.9	2000
2000110022	3.1	2000
2000110023	.06	2000
2000110026	7.79	2000
2000110028	.51	2000
2000110030	.89	2000
2000110031	3.79	2000
2000110049	.43	2000
2000110050	2.23	2000
2000110051	.18	2000
2000110058	7.09	2000
2000110072	.14	2000
2000110082	.66	2000
2000110083	.3	2000
2000110095	1.71	2000
2000110096	.73	2000
2000110099	7.09	2000
2000110104	1.23	2000
2000110116	1.07	2000
2000110127	2.33	2000
2000110128	.25	2000
2000110131	18.27	2000
2000110143	.48	2000
2000110149	10.49	2000
2000110164	.25	2000
2000110166	.3	2000
2000110169	1.3	2000
2000110172	.66	2000
2000110178	.87	2000
2000110183	.79	2000
2000110184	.4	2000
2000110187	.61	2000
2000110194	7.71	2000
2000110207	.74	2000
2000110208	6.27	2000
2000110214	.85	2000
2000110216	.76	2000
2000110217	.65	2000
2000110222	3.97	2000
2000110226	.64	2000
2000110228	.71	2000
2000110235	4.94	2000
2000110241	21.4	2000
2000110247	.27	2000
2000110248	1.29	2000
2000110263	.57	2000
2000110265	1.71	2000
2000110266	.78	2000
2000200004	.3	2000
2000200007	.35	2000
2000200009	.27	2000
2000200017	.63	2000
2000200036	.32	2000
2000200041	3.85	2000
2000200064	.26	2000
2000200083	1.15	2000
2000200088	.31	2000
2000200092	11.23	2000
2000200096	3.04	2000
2000200098	.11	2000
2000200101	.47	2000
2000200110	.36	2000
2000200114	8.18	2000
2000200121	1.22	2000
2000200130	1.98	2000
2000200131	13.42	2000
2000200133	10.34	2000
2000200135	3.08	2000
2000200150	11.67	2000
2000200156	21.71	2000
2000200157	.46	2000
2000200160	1.86	2000
2000200162	1.86	2000
2000200165	.27	2000
2000200174	.53	2000
2000200211	2.28	2000
2000200212	.34	2000
2000200217	6.86	2000
2000200226	.56	2000
2000200227	1.01	2000
2000200228	.82	2000
2000200229	1.93	2000
2000200234	1.52	2000
2000200241	.24	2000
2000200250	.26	2000
2000200252	3.23	2000
2000200270	.38	2000
2000200272	.46	2000
2000200277	5.03	2000
2000200278	.27	2000
2000200288	1.3	2000
2000200292	.41	2000
2000200293	.57	2000
2000200305	.33	2000
2000200310	0	2000
2000200313	21.3	2000
2000200322	.11	2000
2000200324	.89	2000
2000200331	1.45	2000
2000200340	.91	2000
2000200342	.44	2000
2000200343	1.48	2000
2000200345	16.6	2000
2000200349	1.05	2000
2000200355	1.04	2000
2000200360	.77	2000
2000200365	1.12	2000
2000200368	4.65	2000
2000200369	4.29	2000
2000200376	.59	2000
2000200380	.39	2000
2000200385	1.2	2000
2000200390	1.4	2000
2000200391	1.11	2000
2000200402	.55	2000
2000200404	1.14	2000
2000200405	.5	2000
2000200407	.18	2000
2000200408	.52	2000
2000200417	.04	2000
2000200421	2.15	2000
2000200422	7.68	2000
2000200425	12.78	2000
2000200430	.93	2000
2000200433	5.97	2000
2000200434	5.2	2000
2000200436	1.13	2000
2000200437	.32	2000
2000200443	1.71	2000
2000200445	.66	2000
2000200451	3.93	2000
2000200457	1.09	2000
2000200460	.76	2000
2000200464	.47	2000
2000200474	.98	2000
2000200478	4.34	2000
2000200479	.94	2000
2000200491	.17	2000
2000200495	1.23	2000
2000200497	.23	2000
2000200498	.66	2000
2000200502	1.16	2000
2000200503	.65	2000
2000200504	.79	2000
2000200510	.39	2000
2000200517	2.55	2000
2000200518	.75	2000
2000200519	.46	2000
2000200520	.22	2000
2000200521	4.22	2000
2000200522	1.19	2000
2000200527	.54	2000
2000200528	.64	2000
2000200529	.53	2000
2000200538	17.3	2000
2000200540	.56	2000
2000200545	5.13	2000
2000200570	.47	2000
2000200573	1.53	2000
2000200575	0	2000
2000200582	1.3	2000
2000200586	.98	2000
2000200591	12.26	2000
2000200593	4.25	2000
2000200594	.8	2000
2000200598	.01	2000
2000200599	.71	2000
2000200600	1.12	2000
2000200604	.69	2000
2000200606	.57	2000
2000200607	.3	2000
2000200609	.3	2000
2000200610	2.51	2000
2000200618	.53	2000
2000200619	.79	2000
2000200634	.77	2000
2000200635	.42	2000
2000200636	1.64	2000
2000200639	1.37	2000
2000200645	2.04	2000
2000200651	2.24	2000
2000200658	5.31	2000
2000200679	1.56	2000
2000200681	.16	2000
2000200683	.16	2000
2000200685	2.39	2000
2000200694	1.01	2000
2000200696	.43	2000
2000300002	2.29	2000
2000300005	5.95	2000
2000300007	1.95	2000
2000300009	.38	2000
2000300018	.41	2000
2000300021	.13	2000
2000300024	.12	2000
2000300029	7.51	2000
2000300032	62.02	2000
2000300035	6.75	2000
2000300037	10.65	2000
2000300038	10.65	2000
2000300043	.89	2000
2000300044	3.37	2000
2000300047	.32	2000
2000300053	.23	2000
2000300062	.27	2000
2000300068	2.65	2000
2000300070	.15	2000
2000300071	4.58	2000
2000300073	4.31	2000
2000300081	2.12	2000
2000300092	1.45	2000
2000300095	1.85	2000
2000300100	.54	2000
2000300105	7.03	2000
2000300113	.76	2000
2000300114	1.63	2000
2000300118	1.87	2000
2000300122	1.52	2000
2000300123	17.25	2000
2000300124	1.19	2000
2000300127	1.89	2000
2000300129	1.6	2000
2000300132	.39	2000
2000300137	20.71	2000
2000300141	17.76	2000
2000300150	.96	2000
2000300152	2.49	2000
2000300156	14.22	2000
2000300157	14.26	2000
2000300162	13.24	2000
2000300170	.71	2000
2000300171	3.04	2000
2000300177	2.21	2000
2000300178	.26	2000
2000300182	1.96	2000
2000300190	.9	2000
2000300191	5.47	2000
2000300203	.7	2000
2000300206	.61	2000
2000300210	3.22	2000
2000300224	.39	2000
2000300230	7.24	2000
2000300234	.66	2000
2000300237	.46	2000
2000300243	18.33	2000
2000300245	1.84	2000
2000300261	.39	2000
2000300262	4.27	2000
2000300264	4.27	2000
2000300265	.39	2000
2000300266	.39	2000
2000300268	4.39	2000
2000300270	1.02	2000
2000300273	17.54	2000
2000300274	17.54	2000
2000300275	17.54	2000
2000300276	.15	2000
2000300282	.68	2000
2000300291	.14	2000
2000300298	.25	2000
2000300301	2.3	2000
2000300306	1.1	2000
2000300314	.56	2000
2000300316	.35	2000
2000300323	.53	2000
2000300325	.39	2000
2000300326	9.42	2000
2000300335	.58	2000
2000300339	.14	2000
2000300340	.33	2000
2000300341	.33	2000
2000300344	.31	2000
2000300345	1.39	2000
2000300351	1.78	2000
2000300358	1.04	2000
2000300365	.66	2000
2000300366	.15	2000
2000300368	2.82	2000
2000300371	3.05	2000
2000300372	1.81	2000
2000300375	.67	2000
2000300378	2.52	2000
2000300383	1.55	2000
2000300384	1.75	2000
2000300387	1.04	2000
2000300390	.18	2000
2000300392	1.3	2000
2000300405	.6	2000
2000300408	.45	2000
2000300412	.52	2000
2000300414	17.26	2000
2000300417	.6	2000
2000300418	.59	2000
2000300419	.62	2000
2000300422	.51	2000
2000300433	.33	2000
2000300437	8.94	2000
2000300438	1.15	2000
2000300446	.71	2000
2000300448	.33	2000
2000300453	1.81	2000
2000300455	.57	2000
2000300462	1.03	2000
2000300471	.41	2000
2000300473	2.72	2000
2000300475	.43	2000
2000300476	.35	2000
2000300491	4.31	2000
2000300492	.58	2000
2000300495	1.99	2000
2000300502	1.46	2000
2000300508	.49	2000
2000300512	1.25	2000
2000300514	.17	2000
2000300522	1.26	2000
2000300524	1.66	2000
2000300535	4.74	2000
2000300537	4.54	2000
2000300543	.62	2000
2000300545	3.9	2000
2000300549	.68	2000
2000300554	.72	2000
2000300562	1.43	2000
2000300565	5.66	2000
2000300569	3.93	2000
2000300572	1.64	2000
2000300574	4.74	2000
2000300575	12.07	2000
2000300577	.42	2000
2000300585	.35	2000
2000300600	5.47	2000
2000300605	.7	2000
2000300610	.26	2000
2000300614	.89	2000
2000300619	1.56	2000
2000300627	.16	2000
2000300631	16.18	2000
2000300632	16.82	2000
2000300636	.21	2000
2000300639	16.26	2000
2000300640	14.49	2000
2000300660	4.37	2000
2000300666	4.7	2000
2000300669	1.05	2000
2000300673	4.23	2000
2000400001	.32	2000
2000400008	5.94	2000
2000400010	.18	2000
2000400011	.43	2000
2000400012	.78	2000
2000400019	.67	2000
2000400024	.66	2000
2000400030	.32	2000
2000400037	.85	2000
2000400043	.96	2000
2000400045	.22	2000
2000400049	.3	2000
2000400050	.9	2000
2000400052	.77	2000
2000400060	1.72	2000
2000400063	21.08	2000
2000400070	.21	2000
2000400071	1.2	2000
2000400074	.44	2000
2000400081	9.68	2000
2000400083	.49	2000
2000400085	.92	2000
2000400086	.74	2000
2000400087	.63	2000
2000400088	.33	2000
2000400091	.64	2000
2000400093	.49	2000
2000400103	.39	2000
2000400117	.3	2000
2000400118	0	2000
2000400129	.23	2000
2000400134	.82	2000
2000400138	1.16	2000
2000400140	1.13	2000
2000400147	.77	2000
2000400149	.16	2000
2000400150	1.68	2000
2000400153	.29	2000
2000400172	2.28	2000
2000400173	1.6	2000
2000400175	.13	2000
2000400179	1.5	2000
2000400185	1.62	2000
2000400189	.1	2000
2000400198	1.32	2000
2000400216	1.18	2000
2000400228	2.96	2000
2000400233	2.66	2000
2000400234	.33	2000
2000400242	.53	2000
2000400244	.25	2000
2000400247	1.18	2000
2000400258	2.94	2000
2000400262	.78	2000
2000400264	.62	2000
2000400277	.8	2000
2000400278	1.03	2000
2000400279	6.92	2000
2000400297	.2	2000
2000400309	6.39	2000
2000400310	1.16	2000
2000400312	.52	2000
2000400316	1.34	2000
2000400319	.83	2000
2000400320	.25	2000
2000400321	1.54	2000
2000400322	.53	2000
2000400326	2.6	2000
2000400336	1.76	2000
2000400337	1.11	2000
2000400338	1.57	2000
2000400339	1.44	2000
2000400341	.46	2000
2000400342	1.37	2000
2000400346	1.25	2000
2000400353	1.34	2000
2000400357	1.62	2000
2000400358	2.56	2000
2000400359	.19	2000
2000400373	.85	2000
2000400374	1.25	2000
2000400379	.37	2000
2000400381	.52	2000
2000400387	1.58	2000
2000400388	.36	2000
2000400392	.98	2000
2000400395	.84	2000
2000400397	.88	2000
2000400398	.42	2000
2000400407	.28	2000
2000400408	.56	2000
2000400419	1.45	2000
2000400421	.96	2000
2000400425	4.72	2000
2000400428	.74	2000
2000400431	1.08	2000
2000400433	1.19	2000
2000400434	1.06	2000
2000400437	1.02	2000
2000400438	.39	2000
2000400441	.6	2000
2000400443	.36	2000
2000400444	.92	2000
2000400445	.92	2000
2000400446	2.09	2000
2000400453	2.76	2000
2000400454	.46	2000
2000400459	.4	2000
2000400471	1.47	2000
2000400482	.42	2000
2000400483	.36	2000
2000400485	.47	2000
2000400494	.37	2000
2000400498	1.7	2000
2000400504	4.47	2000
2000400505	.38	2000
2000400512	1.01	2000
2000400514	4.1	2000
2000400521	.69	2000
2000400522	.77	2000
2000400523	.38	2000
2000400524	.38	2000
2000400530	.19	2000
2000400531	1.55	2000
2000400533	.36	2000
2000400539	.4	2000
2000400540	2.81	2000
2000400545	6.95	2000
2000400551	.52	2000
2000400554	3.89	2000
2000400557	.41	2000
2000400560	5.22	2000
2000400565	.96	2000
2000400570	1.28	2000
2000400574	.14	2000
2000400580	.51	2000
2000400582	3.08	2000
2000400584	2.21	2000
2000400586	.5	2000
2000400587	.5	2000
2000400591	2.81	2000
2000400592	.17	2000
2000400594	.36	2000
2000400603	4.26	2000
2000400606	.71	2000
2000400610	.41	2000
2000400615	10.09	2000
2000400617	1.09	2000
2000400618	.42	2000
2000400619	.61	2000
2000400620	1.32	2000
2000400623	1.51	2000
2000400626	.48	2000
2000400627	.69	2000
2000400650	.32	2000
2000400665	6.4	2000
2000400666	4.02	2000
2000400670	0	2000
2000400673	.35	2000
2000400674	.92	2000
2000500008	.68	2000
2000500009	9.15	2000
2000500010	8.75	2000
2000500026	.83	2000
2000500030	2.99	2000
2000500048	9.37	2000
2000500051	.31	2000
2000500055	2.57	2000
2000500079	.43	2000
2000500092	9.19	2000
2000500094	.42	2000
2000500096	6.41	2000
2000500099	7.03	2000
2000500113	.22	2000
2000500114	.37	2000
2000500123	.82	2000
2000500124	1.46	2000
2000500129	1.02	2000
2000500144	.66	2000
2000500158	18.41	2000
2000500160	13.52	2000
2000500168	1.83	2000
2000500179	1.28	2000
2000500188	2.22	2000
2000500189	.76	2000
2000500195	.67	2000
2000500204	.99	2000
2000500208	.48	2000
2000500220	.51	2000
2000500223	15.22	2000
2000500224	16.55	2000
2000500226	15.22	2000
2000500228	8.31	2000
2000500237	1.17	2000
2000500241	.22	2000
2000500246	.32	2000
2000500249	.55	2000
2000500259	1.05	2000
2000500265	.19	2000
2000500266	.13	2000
2000500271	43.67	2000
2000500275	.83	2000
2000500282	3.5	2000
2000500290	12.08	2000
2000500295	1.37	2000
2000500299	.87	2000
2000500308	.79	2000
2000500314	.29	2000
2000500324	4.11	2000
2000500337	10.95	2000
2000500341	.05	2000
2000500349	.28	2000
2000500350	3.11	2000
2000500363	2.74	2000
2000500365	.25	2000
2000500366	1.19	2000
2000500367	1.32	2000
2000500384	2.44	2000
2000500386	2.05	2000
2000500387	1.78	2000
2000500396	.82	2000
2000500400	1.2	2000
2000500406	.42	2000
2000500409	1.58	2000
2000500411	.7	2000
2000500412	.13	2000
2000500414	.25	2000
2000500415	.1	2000
2000500420	23.66	2000
2000500421	.49	2000
2000500422	1.07	2000
2000500431	2	2000
2000500433	.19	2000
2000500434	.31	2000
2000500439	.67	2000
2000500440	.32	2000
2000500445	.63	2000
2000500457	1.36	2000
2000500458	1.57	2000
2000500461	1.26	2000
2000500469	1.57	2000
2000500474	1.87	2000
2000500475	1.97	2000
2000500477	.16	2000
2000500479	1.42	2000
2000500483	1.66	2000
2000500494	1.13	2000
2000500498	5.71	2000
2000500504	.37	2000
2000500508	7.64	2000
2000500510	.91	2000
2000500512	7.01	2000
2000500518	.37	2000
2000500522	12.08	2000
2000500524	1.17	2000
2000500528	31.65	2000
2000500531	.45	2000
2000500544	3.79	2000
2000500547	9.34	2000
2000500551	.23	2000
2000500555	.84	2000
2000500559	1.69	2000
2000500565	.78	2000
2000500569	.81	2000
2000500571	.93	2000
2000500572	.85	2000
2000500573	.83	2000
2000500579	12.04	2000
2000500585	.12	2000
2000500586	.46	2000
2000500590	4.33	2000
2000500593	1.94	2000
2000500597	1.79	2000
2000500599	1.78	2000
2000500605	11.18	2000
2000500608	1.78	2000
2000500610	.35	2000
2000500612	1.07	2000
2000500619	2.01	2000
2000500620	2.55	2000
2000500634	3.36	2000
2000500648	1.21	2000
2000500650	11.03	2000
2000500654	.83	2000
2000500662	.44	2000
2000500663	.93	2000
2000500674	6.74	2000
2000500680	.39	2000
2000600003	.5	2000
2000600006	.18	2000
2000600011	.4	2000
2000600013	.63	2000
2000600015	5.92	2000
2000600016	.41	2000
2000600019	6.02	2000
2000600033	.43	2000
2000600040	2.12	2000
2000600042	2.14	2000
2000600057	.59	2000
2000600061	.57	2000
2000600067	4.2	2000
2000600069	.25	2000
2000600072	.71	2000
2000600074	12.28	2000
2000600075	0	2000
2000600076	14.7	2000
2000600078	1.09	2000
2000600080	.8	2000
2000600082	6.82	2000
2000600084	1.72	2000
2000600087	.18	2000
2000600089	.47	2000
2000600090	.56	2000
2000600091	.28	2000
2000600103	2.31	2000
2000600107	7.23	2000
2000600114	5.71	2000
2000600115	.22	2000
2000600121	1.09	2000
2000600125	1.99	2000
2000600130	5.35	2000
2000600136	1.07	2000
2000600148	.64	2000
2000600150	.18	2000
2000600157	.42	2000
2000600159	1.24	2000
2000600164	3.47	2000
2000600170	1.15	2000
2000600172	.73	2000
2000600184	3.59	2000
2000600187	21.56	2000
2000600196	1.27	2000
2000600197	.85	2000
2000600201	.77	2000
2000600202	1.91	2000
2000600203	.82	2000
2000600205	22.27	2000
2000600208	.91	2000
2000600214	.24	2000
2000600215	1.32	2000
2000600227	.63	2000
2000600232	3.3	2000
2000600236	.87	2000
2000600245	2.55	2000
2000600250	.2	2000
2000600253	.49	2000
2000600257	9.7	2000
2000600270	1.28	2000
2000600276	.62	2000
2000600278	.29	2000
2000600283	3.23	2000
2000600293	.9	2000
2000600296	.58	2000
2000600299	32.63	2000
2000600304	3.2	2000
2000600305	.43	2000
2000600306	.43	2000
2000600309	.73	2000
2000600312	.94	2000
2000600316	.84	2000
2000600318	.84	2000
2000600320	.84	2000
2000600321	.84	2000
2000600324	.25	2000
2000600328	3.14	2000
2000600330	.01	2000
2000600337	7.42	2000
2000600346	38.01	2000
2000600350	1.78	2000
2000600353	8.08	2000
2000600355	11.82	2000
2000600359	1.02	2000
2000600364	.74	2000
2000600371	.84	2000
2000600372	.88	2000
2000600376	.48	2000
2000600388	.4	2000
2000600399	.38	2000
2000600404	.61	2000
2000600406	.63	2000
2000600407	6.93	2000
2000600411	1.39	2000
2000600423	.5	2000
2000600425	.42	2000
2000600431	.37	2000
2000600435	.56	2000
2000600436	1.14	2000
2000600437	.72	2000
2000600439	1.12	2000
2000600447	.61	2000
2000600450	3.52	2000
2000600454	.72	2000
2000600463	.97	2000
2000600464	.26	2000
2000600466	.98	2000
2000600472	6.9	2000
2000600483	.48	2000
2000600485	17.91	2000
2000600486	.72	2000
2000600487	.79	2000
2000600495	.07	2000
2000600498	4.46	2000
2000600499	4.36	2000
2000600500	.07	2000
2000600505	1.71	2000
2000600508	.94	2000
2000600521	10.21	2000
2000600526	.59	2000
2000600550	1.07	2000
2000600551	.09	2000
2000600562	9.24	2000
2000600569	1.91	2000
2000600570	1.56	2000
2000600580	1.98	2000
