uniqid	distschl	dyear
2000600602	.14	2000
2000600604	1.71	2000
2000600607	2.36	2000
2000600609	.74	2000
2000600613	1	2000
2000600618	.2	2000
2000600620	.15	2000
2000600626	3.14	2000
2000600642	.12	2000
2000600645	1.4	2000
2000600646	.34	2000
2000600649	.45	2000
2000600650	1.73	2000
2000600651	14.82	2000
2000600657	18.12	2000
2000600662	2.23	2000
2000600670	2.33	2000
2000600671	.6	2000
2000600677	7.36	2000
2000700006	1.88	2000
2000700007	4.21	2000
2000700011	.24	2000
2000700028	1.04	2000
2000700053	.61	2000
2000700056	.68	2000
2000700057	.49	2000
2000700060	0	2000
2000700065	.85	2000
2000700066	.34	2000
2000700068	.4	2000
2000700069	.35	2000
2000700072	2	2000
2000700075	.24	2000
2000700085	.48	2000
2000700090	.48	2000
2000700092	.26	2000
2000700103	1.2	2000
2000700117	1.09	2000
2000700118	.92	2000
2000700136	1.24	2000
2000700142	.56	2000
2000700144	.9	2000
2000700150	.3	2000
2000700152	.54	2000
2000700154	.5	2000
2000700157	.51	2000
2000700162	.21	2000
2000700172	5.32	2000
2000700173	2.86	2000
2000700194	.28	2000
2000700199	1.41	2000
2000700204	3.03	2000
2000700206	3.83	2000
2000700208	3.83	2000
2000700212	.66	2000
2000700215	.66	2000
2000700219	1.24	2000
2000700230	.54	2000
2000700232	.17	2000
2000700243	1.16	2000
2000700247	.33	2000
2000700250	.54	2000
2000700255	.94	2000
2000700261	1.08	2000
2000700266	.54	2000
2000700270	5.15	2000
2000700273	4.8	2000
2000700281	.55	2000
2000700287	.91	2000
2000700288	1.04	2000
2000700291	1.13	2000
2000700292	1.75	2000
2000700295	.22	2000
2000700299	.72	2000
2000700300	7.99	2000
2000700303	.83	2000
2000700308	.22	2000
2000700311	1.14	2000
2000700325	1.83	2000
2000700334	1.39	2000
2000700343	.64	2000
2000700344	10.27	2000
2000700348	.64	2000
2000700350	.35	2000
2000700352	1.2	2000
2000700353	14.44	2000
2000700356	.94	2000
2000700358	1.44	2000
2000700364	3.34	2000
2000700366	.89	2000
2000700369	.3	2000
2000700379	1.04	2000
2000700380	1.22	2000
2000700382	.33	2000
2000700390	.28	2000
2000700402	.45	2000
2000700405	2.08	2000
2000700409	.23	2000
2000700413	.12	2000
2000700425	.67	2000
2000700435	0	2000
2000700439	1.02	2000
2000700440	4.66	2000
2000700441	3.58	2000
2000700442	3.65	2000
2000700443	4.49	2000
2000700446	.83	2000
2000700457	25.74	2000
2000700463	4.31	2000
2000700468	.96	2000
2000700471	1.28	2000
2000700473	3.79	2000
2000700484	1.02	2000
2000700490	1	2000
2000700491	.14	2000
2000700493	.74	2000
2000700494	.16	2000
2000700508	.46	2000
2000700511	2.55	2000
2000700518	.63	2000
2000700524	.61	2000
2000700526	.27	2000
2000700529	1.3	2000
2000700532	13.75	2000
2000700534	14	2000
2000700535	.26	2000
2000700538	.36	2000
2000700541	.4	2000
2000700543	.13	2000
2000700546	22.41	2000
2000700547	0	2000
2000700558	.45	2000
2000700568	1.03	2000
2000700571	1.24	2000
2000700574	.58	2000
2000700575	1.5	2000
2000700577	1.21	2000
2000700578	1.01	2000
2000700583	7.25	2000
2000700584	6.07	2000
2000700590	3.72	2000
2000700592	1.33	2000
2000700599	.22	2000
2000700601	13.22	2000
2000700606	.22	2000
2000700609	.53	2000
2000700611	.86	2000
2000700613	.75	2000
2000700614	1.01	2000
2000700615	2.21	2000
2000700616	3.9	2000
2000700618	.48	2000
2000700623	.96	2000
2000700625	.35	2000
2000700628	.22	2000
2000700629	1.76	2000
2000700634	.24	2000
2000700636	1.47	2000
2000700651	.22	2000
2000700652	.93	2000
2000700658	1.93	2000
2000800001	3.24	2000
2000800004	.45	2000
2000800005	.56	2000
2000800014	.65	2000
2000800016	.94	2000
2000800017	1.04	2000
2000800021	.5	2000
2000800022	.2	2000
2000800034	.21	2000
2000800037	.2	2000
2000800061	6.25	2000
2000800084	.55	2000
2000800085	.8	2000
2000800090	.88	2000
2000800095	.97	2000
2000800097	.81	2000
2000800100	.49	2000
2000800121	.97	2000
2000800122	.58	2000
2000800129	3.92	2000
2000800134	.87	2000
2000800141	1.01	2000
2000800142	.51	2000
2000800151	.6	2000
2000800156	16	2000
2000800159	9.72	2000
2000800176	.33	2000
2000800187	2.36	2000
2000800188	2.36	2000
2000800196	4.02	2000
2000800197	1.2	2000
2000800203	1.17	2000
2000800204	1.07	2000
2000800205	.84	2000
2000800223	7.2	2000
2000800235	1.96	2000
2000800253	.36	2000
2000800266	1.2	2000
2000800272	24.76	2000
2000800274	22.92	2000
2000800275	.47	2000
2000800282	3.11	2000
2000800283	3.04	2000
2000800289	2.47	2000
2000800296	2.12	2000
2000800297	1.12	2000
2000800316	8.13	2000
2000800325	.84	2000
2000800331	.45	2000
2000800332	.86	2000
2000800349	1.76	2000
2000800360	2.46	2000
2000800361	7.76	2000
2000800368	1.34	2000
2000800372	.28	2000
2000800374	1.45	2000
2000800382	.72	2000
2000800391	.4	2000
2000800415	2.6	2000
2000800417	.36	2000
2000800419	.6	2000
2000800421	.43	2000
2000800428	.49	2000
2000800437	5.38	2000
2000800439	3	2000
2000800440	7.03	2000
2000800446	1.2	2000
2000800453	.35	2000
2000800458	1.43	2000
2000800464	1.94	2000
2000800469	8.19	2000
2000800472	8.19	2000
2000800473	5.64	2000
2000800474	9.72	2000
2000800477	2.15	2000
2000800480	5.06	2000
2000800484	.76	2000
2000800490	2.46	2000
2000800491	10.83	2000
2000800492	2.86	2000
2000800496	.42	2000
2000800500	.42	2000
2000800508	1.11	2000
2000800511	.95	2000
2000800513	.66	2000
2000800527	.37	2000
2000800529	.14	2000
2000800532	.48	2000
2000800542	.53	2000
2000800546	1.4	2000
2000800552	3.92	2000
2000800553	2.64	2000
2000800556	.99	2000
2000800560	.4	2000
2000800561	.55	2000
2000800572	.23	2000
2000800573	.42	2000
2000800575	.11	2000
2000800579	1.07	2000
2000800584	.21	2000
2000800590	.3	2000
2000800591	.38	2000
2000800596	.26	2000
2000800602	.57	2000
2000800605	6.4	2000
2000800607	.62	2000
2000800608	1.03	2000
2000800609	8.83	2000
2000800614	.27	2000
2000800616	.56	2000
2000800618	1.03	2000
2000800625	1.12	2000
2000800627	.96	2000
2000800633	3	2000
2000800634	13.97	2000
2000800637	.34	2000
2000800641	4.77	2000
2000800646	.92	2000
2000800658	.66	2000
2000800667	.11	2000
2000800668	2	2000
2000800669	2.41	2000
2000800670	1.53	2000
2000800672	6.4	2000
2000800686	2.02	2000
2000800687	6.06	2000
2000800692	2.66	2000
2000800702	1.59	2000
2000800721	.17	2000
2000800723	.41	2000
2000800726	.71	2000
2000800727	.36	2000
2000800733	3.89	2000
2000800739	3.58	2000
2000800743	.52	2000
2000800750	7.66	2000
2000900007	.29	2000
2000900013	2.87	2000
2000900021	.28	2000
2000900029	24.11	2000
2000900033	.37	2000
2000900036	.67	2000
2000900044	.68	2000
2000900057	.53	2000
2000900064	.47	2000
2000900068	7.98	2000
2000900078	.27	2000
2000900082	2.06	2000
2000900085	.17	2000
2000900095	3.94	2000
2000900102	2.12	2000
2000900103	1.14	2000
2000900110	.97	2000
2000900126	8.29	2000
2000900136	.62	2000
2000900137	23.68	2000
2000900138	1.32	2000
2000900139	.27	2000
2000900144	2.68	2000
2000900149	.23	2000
2000900150	6.54	2000
2000900151	.3	2000
2000900152	.26	2000
2000900160	.48	2000
2000900161	.58	2000
2000900162	.14	2000
2000900172	.35	2000
2000900173	.58	2000
2000900175	.75	2000
2000900186	3.37	2000
2000900189	4.43	2000
2000900191	.42	2000
2000900195	.16	2000
2000900204	.12	2000
2000900207	1.7	2000
2000900208	.99	2000
2000900209	.91	2000
2000900211	.54	2000
2000900214	.98	2000
2000900219	.4	2000
2000900220	1.23	2000
2000900227	.52	2000
2000900231	5.13	2000
2000900238	.7	2000
2000900239	.86	2000
2000900240	1.04	2000
2000900248	1.71	2000
2000900261	1.1	2000
2000900265	.53	2000
2000900272	5.54	2000
2000900273	.53	2000
2000900277	.56	2000
2000900281	.52	2000
2000900287	.07	2000
2000900289	.13	2000
2000900298	2.99	2000
2000900311	15.69	2000
2000900319	11.46	2000
2000900320	11.39	2000
2000900321	.33	2000
2000900330	22.63	2000
2000900337	.63	2000
2000900341	.39	2000
2000900344	2.47	2000
2000900351	3.37	2000
2000900352	4.25	2000
2000900356	1.43	2000
2000900357	.32	2000
2000900360	3.96	2000
2000900363	.66	2000
2000900378	.33	2000
2000900381	.39	2000
2000900382	1.33	2000
2000900386	.57	2000
2000900387	1.37	2000
2000900392	.39	2000
2000900400	3.69	2000
2000900401	2.44	2000
2000900405	.26	2000
2000900406	.2	2000
2000900407	.2	2000
2000900408	2.81	2000
2000900421	19.93	2000
2000900428	.43	2000
2000900442	.9	2000
2000900443	.1	2000
2000900447	6.51	2000
2000900454	2.48	2000
2000900455	1.87	2000
2000900462	3.44	2000
2000900464	.38	2000
2000900466	9.54	2000
2000900470	11.21	2000
2000900510	.75	2000
2000900511	4.41	2000
2000900517	1.42	2000
2000900523	.52	2000
2000900526	.83	2000
2000900535	1.52	2000
2000900542	3.06	2000
2000900546	.43	2000
2000900547	1.8	2000
2000900564	1.57	2000
2000900565	.49	2000
2000900569	.5	2000
2000900570	5.38	2000
2000900576	4.43	2000
2000900580	1.83	2000
2000900581	.47	2000
2000900584	.58	2000
2000900597	1.85	2000
2000900603	.42	2000
2000900605	2.27	2000
2000900606	.78	2000
2000900611	1.58	2000
2000900615	.17	2000
2000900629	.31	2000
2000900634	.76	2000
2000900635	1.48	2000
2000900636	6.02	2000
2000900645	.26	2000
2001000017	.63	2000
2001000022	20.26	2000
2001000029	7.59	2000
2001000034	.28	2000
2001000040	1.12	2000
2001000041	.11	2000
2001000053	.6	2000
2001000058	1.19	2000
2001000060	2.4	2000
2001000062	3.51	2000
2001000064	18.18	2000
2001000065	3.49	2000
2001000067	.08	2000
2001000072	.41	2000
2001000076	.22	2000
2001000089	11.72	2000
2001000092	1.07	2000
2001000097	2.2	2000
2001000098	0	2000
2001000110	7.89	2000
2001000125	.5	2000
2001000128	.39	2000
2001000131	.35	2000
2001000132	.14	2000
2001000133	.9	2000
2001000136	.26	2000
2001000153	.39	2000
2001000163	8.2	2000
2001000165	.65	2000
2001000168	.18	2000
2001000177	.74	2000
2001000181	16.39	2000
2001000182	8.71	2000
2001000185	0	2000
2001000186	.48	2000
2001000190	.48	2000
2001000191	4.16	2000
2001000192	1.56	2000
2001000198	8.1	2000
2001000205	1.73	2000
2001000208	.38	2000
2001000216	1.82	2000
2001000223	2.28	2000
2001000225	.48	2000
2001000228	1.99	2000
2001000229	2.08	2000
2001000236	.82	2000
2001000240	.24	2000
2001000242	4.23	2000
2001000245	3.31	2000
2001000250	3.43	2000
2001000257	0	2000
2001000259	1.64	2000
2001000264	0	2000
2001000272	.56	2000
2001000274	.53	2000
2001000275	4.51	2000
2001000290	4.23	2000
2001000293	.74	2000
2001000297	1.62	2000
2001000300	1.97	2000
2001000302	.37	2000
2001000309	1.61	2000
2001000311	1.86	2000
2001000314	.51	2000
2001000317	.48	2000
2001000319	.74	2000
2001000321	.14	2000
2001000341	.2	2000
2001000348	4.12	2000
2001000349	6.51	2000
2001000355	1.18	2000
2001000356	.67	2000
2001000360	.44	2000
2001000361	10.67	2000
2001000363	.38	2000
2001000364	.9	2000
2001000366	.65	2000
2001000385	2.94	2000
2001000388	.95	2000
2001000393	15.99	2000
2001000395	.67	2000
2001000396	.4	2000
2001000400	.24	2000
2001000410	4.47	2000
2001000420	.6	2000
2001000422	.69	2000
2001000430	1.32	2000
2001000431	.41	2000
2001000437	1.05	2000
2001000449	.72	2000
2001000451	.29	2000
2001000454	.34	2000
2001000456	.33	2000
2001000460	1.27	2000
2001000462	11.59	2000
2001000464	4.43	2000
2001000469	.36	2000
2001000470	5.81	2000
2001000482	.67	2000
2001000483	.68	2000
2001000485	.69	2000
2001000486	5.19	2000
2001000487	.89	2000
2001000493	.47	2000
2001000497	6.61	2000
2001000511	3.09	2000
2001000519	.48	2000
2001000536	1.66	2000
2001000550	8.47	2000
2001000554	.07	2000
2001000564	.65	2000
2001000569	.97	2000
2001000572	1.7	2000
2001000573	.74	2000
2001000578	.61	2000
2001000582	.78	2000
2001000584	2.22	2000
2001000592	1.53	2000
2001000594	.02	2000
2001000599	1.99	2000
2001000602	.18	2000
2001000603	4.48	2000
2001000606	4.54	2000
2001000609	.52	2000
2001000611	.36	2000
2001000623	1.9	2000
2001000624	.31	2000
2001000627	32.54	2000
2001000638	2.22	2000
2001000642	1.25	2000
2001000648	30.27	2000
2001000652	.24	2000
2001000656	2.36	2000
2001000663	.43	2000
2001000664	.55	2000
2001000672	30.94	2000
2001000676	2.63	2000
2001000687	.76	2000
2001000690	8.35	2000
2001000699	.86	2000
2001000700	.56	2000
2001000701	.74	2000
2001000704	.78	2000
2001100017	9.21	2000
2001100021	14.41	2000
2001100037	.8	2000
2001100038	1.99	2000
2001100046	1.36	2000
2001100047	.84	2000
2001100070	.13	2000
2001100073	8.34	2000
2001100074	7.99	2000
2001100080	1.76	2000
2001100087	.54	2000
2001100090	2.15	2000
2001100092	.55	2000
2001100094	2.12	2000
2001100097	1	2000
2001100103	7.73	2000
2001100112	.52	2000
2001100117	1.14	2000
2001100119	2.36	2000
2001100120	.28	2000
2001100121	.5	2000
2001100123	24.3	2000
2001100135	.11	2000
2001100137	2.2	2000
2001100148	.73	2000
2001100161	.52	2000
2001100162	.71	2000
2001100163	8.35	2000
2001100168	.49	2000
2001100170	2.93	2000
2001100172	2.09	2000
2001100183	1.91	2000
2001100188	.32	2000
2001100196	.72	2000
2001100197	5.45	2000
2001100199	16.66	2000
2001100211	.26	2000
2001100219	.86	2000
2001100225	.23	2000
2001100228	.19	2000
2001100231	.28	2000
2001100232	.14	2000
2001100235	.83	2000
2001100257	15.55	2000
2001100258	32.86	2000
2001100263	1.27	2000
2001100267	3.15	2000
2001100285	1.21	2000
2001100286	.87	2000
2001100288	.55	2000
2001100289	2.36	2000
2001100305	.23	2000
2001100306	1.48	2000
2001100336	.39	2000
2001100346	6.78	2000
2001100347	10.07	2000
2001100364	1.26	2000
2001100365	7.64	2000
2001100378	10.38	2000
2001100387	1.38	2000
2001100389	1.28	2000
2001100390	.65	2000
2001100391	.22	2000
2001100401	.97	2000
2001100403	.58	2000
2001100410	.54	2000
2001100415	.56	2000
2001100419	.73	2000
2001100430	4.28	2000
2001100445	.65	2000
2001100449	1.75	2000
2001100468	3.07	2000
2001100472	.93	2000
2001100473	4.21	2000
2001100474	.04	2000
2001100478	.74	2000
2001100487	.51	2000
2001100488	.72	2000
2001100493	2.09	2000
2001100501	.35	2000
2001100508	.4	2000
2001100509	.37	2000
2001100510	.12	2000
2001100511	.18	2000
2001100514	.25	2000
2001100517	1.1	2000
2001100531	16.67	2000
2001100533	.31	2000
2001100534	2.56	2000
2001100538	.26	2000
2001100539	1.13	2000
2001100542	.78	2000
2001100552	.13	2000
2001100557	.65	2000
2001100579	.9	2000
2001100586	.75	2000
2001100626	3.07	2000
2001100648	.98	2000
2001100660	3.86	2000
2001100662	3.22	2000
2001100666	2.25	2000
2001100667	3.22	2000
2001100680	2.33	2000
2001100689	2.27	2000
2001100691	.28	2000
2001100693	4.06	2000
2001100694	.47	2000
2001100700	.73	2000
2001100701	2.42	2000
2001100702	.44	2000
2001100706	1.28	2000
2001100722	9.27	2000
2001100725	.17	2000
2001100729	2.01	2000
2001100756	.39	2000
2001200044	5	2000
2001200052	0	2000
2001200059	2.22	2000
2001200071	.65	2000
2001200072	1.16	2000
2001200073	.86	2000
2001200080	4.74	2000
2001200081	23.64	2000
2001200084	.95	2000
2001200086	1.22	2000
2001200098	1.89	2000
2001200099	5.91	2000
2001200102	4.85	2000
2001200109	33.04	2000
2001200110	.6	2000
2001200116	2.55	2000
2001200117	2.44	2000
2001200120	2.2	2000
2001200121	6.93	2000
2001200122	0	2000
2001200123	7.02	2000
2001200130	.85	2000
2001200135	.51	2000
2001200141	.81	2000
2001200152	.71	2000
2001200157	1.67	2000
2001200161	1.67	2000
2001200162	1.4	2000
2001200165	.15	2000
2001200173	.28	2000
2001200176	1.78	2000
2001200180	1.09	2000
2001200186	1.44	2000
2001200190	.79	2000
2001200196	.78	2000
2001200197	.86	2000
2001200202	.34	2000
2001200205	1.2	2000
2001200208	.4	2000
2001200215	.34	2000
2001200217	.28	2000
2001200221	5.99	2000
2001200222	1.22	2000
2001200224	3.5	2000
2001200232	1.06	2000
2001200237	.34	2000
2001200242	.41	2000
2001200245	.94	2000
2001200254	.51	2000
2001200255	.54	2000
2001200256	.18	2000
2001200257	.25	2000
2001200259	.16	2000
2001200306	12.59	2000
2001200310	.57	2000
2001200317	1.5	2000
2001200322	1.19	2000
2001200328	2.6	2000
2001200332	2.34	2000
2001200337	.16	2000
2001200343	.4	2000
2001200347	5.92	2000
2001200355	3.18	2000
2001200357	.65	2000
2001200360	7.55	2000
2001200361	.17	2000
2001200373	.39	2000
2001200374	1.2	2000
2001200384	4.01	2000
2001200385	2.23	2000
2001200386	7.99	2000
2001200395	1.74	2000
2001200406	1.37	2000
2001200407	.98	2000
2001200426	1.24	2000
2001200427	.22	2000
2001200434	.19	2000
2001200436	7.71	2000
2001200449	3.39	2000
2001200451	1.32	2000
2001200456	1.33	2000
2001200459	.67	2000
2001200461	.4	2000
2001200462	.35	2000
2001200474	4.97	2000
2001200487	3.5	2000
2001200488	1.04	2000
2001200491	1.17	2000
2001200495	.8	2000
2001200499	.57	2000
2001200500	4.57	2000
2001200505	4.21	2000
2001200516	.23	2000
2001200517	.27	2000
2001200520	3.15	2000
2001200523	.62	2000
2001200528	.63	2000
2001200529	1.94	2000
2001200531	.28	2000
2001200536	.4	2000
2001200538	.78	2000
2001200541	0	2000
2001200542	0	2000
2001200544	0	2000
2001200545	9.9	2000
2001200552	.36	2000
2001200555	1.33	2000
2001200561	4.68	2000
2001200563	11.21	2000
2001200569	.74	2000
2001200570	.57	2000
2001200571	.57	2000
2001200575	.81	2000
2001200576	.79	2000
2001200577	20.98	2000
2001200578	6.8	2000
2001200579	15.93	2000
2001200583	1.03	2000
2001200594	11.06	2000
2001200601	.8	2000
2001200602	.8	2000
2001200603	.95	2000
2001200607	.48	2000
2001200615	.32	2000
2001200631	.89	2000
2001200635	.19	2000
2001200652	.44	2000
2001200663	4.88	2000
2001200671	1.83	2000
2001200679	.27	2000
2001200680	.22	2000
2001200688	.17	2000
2001200702	2.23	2000
2001200719	1.75	2000
2001200720	1.05	2000
9902100001	4.04	1999
9902100015	.88	1999
9902100017	.89	1999
9902100024	3.21	1999
9902100029	1.62	1999
9902100034	.72	1999
9902100035	.48	1999
9902100047	1.17	1999
9902100048	105.95	1999
9902100086	1.09	1999
9902100088	.37	1999
9902100100	3.22	1999
9902100114	1.01	1999
9902100115	5.53	1999
9902100118	6.08	1999
9902100127	.33	1999
9902100139	.73	1999
9902100140	.13	1999
9902100149	.75	1999
9902100158	.43	1999
9902100159	.48	1999
9902100166	.12	1999
9902100186	.27	1999
9902100187	7.32	1999
9902100209	.41	1999
9902100210	.41	1999
9902100227	1.31	1999
9902100247	.13	1999
9902100256	1.03	1999
9902100258	.94	1999
9902100259	6.12	1999
9902100276	.15	1999
9902100284	3.22	1999
9902100286	.86	1999
9902100287	.9	1999
9902100288	1.04	1999
9902100290	.46	1999
9902100311	.28	1999
9902100316	.63	1999
9902100323	.25	1999
9902100326	.35	1999
9902100332	.48	1999
9902100333	.41	1999
9902100334	.67	1999
9902100340	.28	1999
9902100343	.24	1999
9902100346	.43	1999
9902100352	1.73	1999
9902100354	0	1999
9902100355	.21	1999
9902100357	.93	1999
9902100358	.93	1999
9902100361	.86	1999
9902100364	.86	1999
9902100375	.86	1999
9902100376	3.26	1999
9902100403	.86	1999
9902100404	.47	1999
9902100405	.34	1999
9902100418	1.03	1999
9902100420	1.34	1999
9902100422	.35	1999
9902100441	2.16	1999
9902100443	2.16	1999
9902100450	.74	1999
9902100451	.88	1999
9902100473	1.56	1999
9902100477	.6	1999
9902100481	.7	1999
9902100487	.78	1999
9902100499	2.74	1999
9902100506	.14	1999
9902100510	.48	1999
9902100537	.81	1999
9902100547	.99	1999
9902100552	14.04	1999
9902100556	1.08	1999
9902100563	0	1999
9902100564	.31	1999
9902100585	28	1999
9902100594	.27	1999
9902100611	.08	1999
9902100622	.3	1999
9902100632	1.1	1999
9902100645	.16	1999
9902100646	3.67	1999
9902100657	2	1999
9902100669	4.1	1999
9902100679	.27	1999
9902100686	.39	1999
9902100687	.23	1999
9902100704	1.36	1999
9902100705	2.69	1999
9902100709	4.17	1999
9902200004	15.48	1999
9902200005	24.87	1999
9902200013	9.44	1999
9902200020	15.8	1999
9902200026	.44	1999
9902200029	.98	1999
9902200031	.78	1999
9902200033	.71	1999
9902200034	.56	1999
9902200074	2.8	1999
9902200075	.93	1999
9902200086	.81	1999
9902200091	.3	1999
9902200095	.37	1999
9902200096	.34	1999
9902200112	.88	1999
9902200118	1.1	1999
9902200119	2.96	1999
9902200132	1.03	1999
9902200134	2.87	1999
9902200146	20.24	1999
9902200157	.39	1999
9902200162	2.91	1999
9902200194	.3	1999
9902200195	.96	1999
9902200199	3.72	1999
9902200207	.41	1999
9902200213	.36	1999
9902200218	3.08	1999
9902200223	1	1999
9902200224	.73	1999
9902200235	1.16	1999
9902200236	1.05	1999
9902200244	.46	1999
9902200254	2.87	1999
9902200273	.96	1999
9902200274	.85	1999
9902200277	.85	1999
9902200279	.09	1999
9902200281	.94	1999
9902200282	1.04	1999
9902200285	.96	1999
9902200288	.76	1999
9902200297	1.24	1999
9902200305	.95	1999
9902200313	8.54	1999
9902200316	27.72	1999
9902200324	.32	1999
9902200327	.16	1999
9902200330	4.71	1999
9902200344	.21	1999
9902200364	.71	1999
9902200365	.79	1999
9902200371	4.72	1999
9902200382	.76	1999
9902200383	.91	1999
9902200387	.65	1999
9902200388	.91	1999
9902200392	1.08	1999
9902200393	.96	1999
9902200399	2.36	1999
9902200402	3.73	1999
9902200406	.29	1999
9902200412	1.06	1999
9902200413	1.05	1999
9902200420	3.61	1999
9902200421	.96	1999
9902200422	3.09	1999
9902200425	4.26	1999
9902200430	.27	1999
9902200431	.74	1999
9902200434	1.35	1999
9902200439	.11	1999
9902200457	.47	1999
9902200462	2.84	1999
9902200468	.47	1999
9902200473	2.38	1999
9902200474	2.05	1999
9902200475	.42	1999
9902200481	2.3	1999
9902200489	1.29	1999
9902200494	.98	1999
9902200499	4.92	1999
9902200500	.8	1999
9902200502	.71	1999
9902200515	1.98	1999
9902200517	24.85	1999
9902200530	8.64	1999
9902200533	.73	1999
9902200537	12	1999
9902200538	4.03	1999
9902200542	.29	1999
9902200555	.39	1999
9902200575	1.11	1999
9902200580	.52	1999
9902200582	2.61	1999
9902200589	8.74	1999
9902200591	1.8	1999
9902200599	.96	1999
9902200600	3.09	1999
9902200602	2.19	1999
9902200613	1.41	1999
9902200629	.58	1999
9902200630	.87	1999
9902200648	.36	1999
9902200651	1.45	1999
9902200656	8.79	1999
9902200657	.93	1999
9902200661	.98	1999
9902200662	1.89	1999
9902200663	.5	1999
9902200666	3.96	1999
9902200668	3.99	1999
9902200672	2.15	1999
9902200673	3.82	1999
9902200674	0	1999
9902200675	6.95	1999
9902200684	2.09	1999
9902200692	.24	1999
9902200693	.26	1999
9902200695	1.73	1999
9902200696	.49	1999
9902200709	.85	1999
9902200710	.85	1999
9902200728	10.34	1999
9902200731	1.57	1999
9903100001	.69	1999
9903100007	8.27	1999
9903100035	8.12	1999
9903100040	.13	1999
9903100057	.35	1999
9903100061	.79	1999
9903100072	8.23	1999
9903100107	.6	1999
9903100110	1.39	1999
9903100112	1.54	1999
9903100113	1.75	1999
9903100117	15.21	1999
9903100127	1.18	1999
9903100134	.37	1999
9903100140	.71	1999
9903100141	1.08	1999
9903100145	.3	1999
9903100153	4.05	1999
9903100161	1.65	1999
9903100165	1.15	1999
9903100167	1.21	1999
9903100179	3.22	1999
9903100184	.4	1999
9903100185	1.99	1999
9903100193	.21	1999
9903100203	.56	1999
9903100209	32.66	1999
9903100211	.21	1999
9903100218	3.59	1999
9903100226	.44	1999
9903100227	.32	1999
9903100229	.55	1999
9903100243	.28	1999
9903100250	.31	1999
9903100269	1.07	1999
9903100279	1.11	1999
9903100293	.59	1999
9903100298	.92	1999
9903100306	.69	1999
9903100308	14.45	1999
9903100309	.25	1999
9903100313	.67	1999
9903100325	.21	1999
9903100332	.3	1999
9903100337	.35	1999
9903100353	1.99	1999
9903100357	.94	1999
9903100362	.9	1999
9903100367	23.68	1999
9903100376	.32	1999
9903100379	2.83	1999
9903100387	.47	1999
9903100390	.76	1999
9903100391	.85	1999
9903100396	.9	1999
9903100398	.47	1999
9903100402	.79	1999
9903100406	.09	1999
9903100410	1.03	1999
9903100415	3.39	1999
9903100416	.56	1999
9903100426	.24	1999
9903100433	2.19	1999
9903100438	1.29	1999
9903100441	.53	1999
9903100445	.42	1999
9903100446	161.16	1999
9903100456	.67	1999
9903100457	.67	1999
9903100461	.68	1999
9903100480	1.73	1999
9903100484	1.23	1999
9903100486	.54	1999
9903100492	.76	1999
9903100507	.26	1999
9903100514	.28	1999
9903100516	.53	1999
9903100519	3.68	1999
9903100536	.88	1999
9903100539	.83	1999
9903200011	.37	1999
9903200021	.41	1999
9903200027	1.13	1999
9903200036	1.12	1999
9903200045	10.32	1999
9903200049	.1	1999
9903200052	.71	1999
9903200054	.15	1999
9903200064	.74	1999
9903200071	2.77	1999
9903200077	.16	1999
9903200080	13.95	1999
9903200082	13.99	1999
9903200089	.91	1999
9903200091	1.54	1999
9903200101	1.57	1999
9903200103	1.1	1999
9903200104	.14	1999
9903200109	.4	1999
9903200111	1.05	1999
9903200114	.95	1999
9903200120	8.59	1999
9903200124	3.56	1999
9903200134	1.39	1999
9903200146	0	1999
9903200151	.62	1999
9903200159	1.23	1999
9903200161	1.82	1999
9903200163	.23	1999
9903200169	.12	1999
9903200173	.89	1999
9903200175	2.89	1999
9903200176	4.34	1999
9903200177	.17	1999
9903200184	.22	1999
9903200187	.12	1999
9903200200	.4	1999
9903200213	.91	1999
9903200230	3.95	1999
9903200232	3.36	1999
9903200237	7.98	1999
9903200242	5.2	1999
9903200246	8.53	1999
9903200248	1.26	1999
9903200257	11.89	1999
9903200263	1.45	1999
9903200266	.18	1999
9903200276	.23	1999
9903200278	.86	1999
9903200281	4.31	1999
9903200301	2	1999
9903200302	.15	1999
9903200303	.34	1999
9903200310	9.52	1999
9903200313	22.27	1999
9903200338	.61	1999
9903200343	.36	1999
9903200345	.12	1999
9903200357	.5	1999
9903200361	.15	1999
9903200362	1.5	1999
9903200367	.56	1999
9903200368	10.72	1999
9903200373	.33	1999
9903200374	.76	1999
9903200381	.76	1999
9903200382	.99	1999
9903200388	1.06	1999
9903200390	1.04	1999
9903200395	.89	1999
9903200409	1.92	1999
9903200413	1.25	1999
9903200419	.16	1999
9903200425	7.51	1999
9903200434	.47	1999
9903200436	4.66	1999
9903200440	.64	1999
9903200441	.2	1999
9903200445	.68	1999
9903200447	1.74	1999
9903200448	1.64	1999
9903200450	1.21	1999
9903200451	1.94	1999
9903200457	2.43	1999
9903200459	3.01	1999
9903200461	1.26	1999
9903200465	.59	1999
9903200472	.24	1999
9903200474	7.87	1999
9903200485	.58	1999
9903200506	.25	1999
9903200515	18.06	1999
9903200521	.38	1999
9903200523	.14	1999
9903200526	.34	1999
9903200529	.46	1999
9903200532	83.04	1999
9903200540	2.91	1999
9903200553	.99	1999
9903200563	0	1999
9903200567	0	1999
9903200586	2.12	1999
9903200590	2.16	1999
9903200591	2.12	1999
9903200593	2.2	1999
9903200602	2.9	1999
9903200603	1.1	1999
